DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum,Quality Review - How effective is the teaching and learning,Quality Review - How well does the school assess what students are learning,Quality Review - How clearly are high expectations communicated to students and staff,Quality Review - How well do teachers work with each other,Quality Review - How safe and inclusive is the school while supporting social-emotional growth,Quality Review - How well does the school allocate and manage resources,"Quality Review - How well does the school identify, track, and meet its goals",Quality Review - How thoughtful is the school s approach to teacher development and evaluation,Quality Review - How well are school decisions evaluated and adjusted,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent Overage/Undercredited,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
02M534,Harvest Collegiate High School,High School,457,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,84.0%,87.0%,70.0%,89.0%,89.0%,89.0%,Proficient,Developing,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,February 2017,3.06,2.80,2.4%,25.2%,0.9%,0.64,4.2%,7.2%,51.4%,6.6%,21.0%,49.5%,18.8%,7.00,78.9%,86.1%,38.2%,95.5%
02M542,Manhattan Bridges High School,High School,532,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,90.0%,85.0%,82.0%,89.0%,88.0%,90.0%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,22-Jan-15,2.43,2.67,46.4%,7.3%,0.6%,0.91,5.6%,28.0%,77.6%,0.2%,0.4%,98.9%,0.2%,0.60,83.9%,90.6%,29.4%,97.5%
02M543,New Design High School,High School,426,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,Meeting Target,79.0%,81.0%,75.0%,81.0%,76.0%,90.0%,Proficient,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,May 2018,2.66,2.36,5.4%,26.3%,1.2%,0.83,8.7%,12.9%,73.2%,4.9%,34.5%,57.7%,1.4%,16.10,79.5%,82.7%,53.2%,96.4%
02M545,High School for Dual Language and Asian Studies,High School,402,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,85.0%,74.0%,82.0%,76.0%,80.0%,87.0%,Proficient,Proficient,Proficient,Proficient,Developing,Well Developed,Well Developed,Proficient,Proficient,Developing,March 2017,3.27,4.00,13.4%,3.2%,0.0%,0.78,2.0%,16.2%,67.7%,91.0%,2.2%,3.5%,2.2%,16.10,83.3%,98.5%,1.5%,98.4%
02M546,Academy for Software Engineering,High School,459,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,80.0%,82.0%,77.0%,83.0%,88.0%,90.0%,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,February 2018,3.01,2.97,4.1%,25.9%,0.2%,0.68,1.5%,6.3%,54.9%,10.2%,20.7%,56.6%,10.9%,1.80,79.4%,89.3%,29.1%,96.4%
02M551,Urban Assembly New York Harbor School,High School,533,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,78.0%,85.0%,68.0%,90.0%,85.0%,92.0%,Developing,Developing,Developing,Well Developed,Developing,Well Developed,Well Developed,Proficient,Proficient,Proficient,January 2017,3.04,2.87,2.1%,22.9%,0.2%,0.54,2.4%,6.8%,42.8%,7.5%,17.3%,40.5%,26.6%,4.10,79.5%,89.1%,31.0%,96.9%
02M580,Richard R. Green High School of Teaching,High School,429,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,85.0%,84.0%,78.0%,84.0%,90.0%,91.0%,Proficient,Proficient,Developing,Proficient,Developing,Well Developed,Proficient,Proficient,Proficient,Proficient,April 2017,2.87,2.61,4.2%,18.9%,0.0%,0.78,6.8%,11.9%,65.5%,6.3%,28.9%,59.9%,3.3%,2.00,83.9%,90.6%,22.7%,96.4%
02M600,The High School of Fashion Industries,High School,1577,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,82.0%,84.0%,73.0%,89.0%,91.0%,90.0%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,May-19,3.05,2.77,3.2%,16.2%,4.0%,0.76,3.4%,10.7%,64.9%,5.5%,31.3%,57.0%,5.2%,8.90,86.9%,90.1%,31.4%,96.3%
02M605,Humanities Preparatory Academy,High School,245,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,90.0%,98.0%,88.0%,99.0%,91.0%,97.0%,Well Developed,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Well Developed,Well Developed,January 2018,3.05,2.79,3.3%,20.4%,0.0%,0.74,12.2%,20.0%,56.7%,6.1%,21.6%,62.0%,7.3%,6.90,72.2%,83.6%,42.1%,98.2%
02M615,Chelsea Career and Technical Education High School,High School,451,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,74.0%,71.0%,65.0%,72.0%,85.0%,83.0%,Proficient,Developing,Proficient,Proficient,Developing,Developing,Proficient,Under Developed,Proficient,Proficient,March 2018,2.91,2.80,4.0%,19.5%,0.4%,0.79,4.9%,10.2%,70.1%,13.5%,21.5%,61.6%,2.7%,1.90,75.0%,85.2%,45.9%,94.7%
02M630,Art and Design High School,High School,1478,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,76.0%,75.0%,67.0%,80.0%,86.0%,79.0%,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,October 2016,3.35,3.15,0.8%,21.2%,1.3%,0.57,2.7%,6.8%,44.4%,8.5%,14.8%,53.9%,17.3%,3.50,69.8%,89.4%,29.5%,96.7%
02M655,Life Sciences Secondary School,High School,425,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,78.0%,86.0%,72.0%,89.0%,89.0%,91.0%,Developing,Developing,Developing,Developing,Proficient,,,,,,12-Apr-16,2.69,2.43,10.4%,21.9%,2.6%,0.86,8.7%,16.0%,76.0%,7.3%,25.6%,62.4%,3.8%,4.10,75.8%,77.5%,62.6%,95.1%
03M291,West End Secondary School,High School,118,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,,87.0%,88.0%,78.0%,95.0%,96.0%,92.0%,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,,,,,,31-May-16,3.50,3.42,0.0%,19.5%,0.0%,0.19,0.0%,3.4%,11.0%,3.4%,8.5%,19.5%,66.9%,4.10,51.6%,95.6%,8.5%,97.2%
03M299,The Maxine Greene HS for Imaginative Inquiry,High School,341,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,59.0%,46.0%,55.0%,50.0%,81.0%,71.0%,Developing,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,January 2018,2.72,2.42,12.9%,25.2%,2.9%,0.85,16.4%,18.2%,75.7%,2.9%,37.0%,53.1%,4.1%,14.10,60.0%,81.1%,57.1%,97.1%
03M307,"Urban Assembly School for Media Studies, The",High School,407,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,84.0%,94.0%,77.0%,93.0%,87.0%,94.0%,Well Developed,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,May 2017,2.79,2.52,5.4%,15.5%,0.0%,0.85,6.9%,13.3%,75.7%,2.5%,32.2%,60.7%,2.0%,1.10,63.0%,84.9%,51.3%,98.5%
03M402,The Urban Assembly School for Green Careers,High School,304,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,81.0%,91.0%,73.0%,91.0%,84.0%,89.0%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Well Developed,January 2018,2.71,2.44,15.1%,23.4%,0.7%,0.83,15.8%,17.1%,73.4%,2.3%,28.0%,58.9%,8.6%,3.10,44.4%,81.6%,55.8%,97.1%
03M403,The Global Learning Collaborative,High School,414,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,78.0%,84.0%,66.0%,94.0%,83.0%,91.0%,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,May 2017,2.76,2.58,12.3%,20.3%,1.4%,0.85,7.7%,14.3%,75.8%,1.9%,25.6%,66.2%,5.1%,6.90,76.5%,85.7%,39.2%,95.9%
03M415,Wadleigh Secondary School for the Performing & Vis,High School,227,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,79.0%,81.0%,71.0%,86.0%,98.0%,86.0%,Developing,Developing,Developing,Developing,Developing,Developing,Proficient,Proficient,Proficient,Developing,May 2018,2.82,2.45,2.2%,21.1%,0.0%,0.87,9.3%,18.5%,78.0%,0.4%,53.7%,40.1%,1.8%,1.00,81.3%,86.7%,44.4%,98.3%
03M417,Frank McCourt High School,High School,413,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,81.0%,85.0%,69.0%,87.0%,87.0%,88.0%,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,November 2017,3.25,3.23,2.9%,21.3%,0.7%,0.49,0.5%,3.9%,36.1%,4.6%,13.6%,46.0%,30.0%,9.10,81.5%,91.4%,23.1%,95.8%
03M479,Beacon High School,High School,1423,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Approaching Target,Approaching Target,Exceeding Target,88.0%,73.0%,81.0%,73.0%,82.0%,80.0%,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,April 2018,3.91,3.98,0.1%,11.4%,1.3%,0.30,0.6%,2.0%,18.9%,9.0%,14.3%,19.7%,46.7%,15.00,91.2%,96.8%,5.4%,97.4%
03M485,Fiorello H. LaGuardia High School of Music & Art a,High School,2760,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,Exceeding Target,77.0%,56.0%,68.0%,48.0%,79.0%,64.0%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,January 2017,3.93,4.01,0.2%,3.7%,0.0%,0.30,0.2%,1.4%,19.2%,19.5%,9.9%,17.9%,45.5%,5.90,91.1%,94.9%,10.6%,95.8%
03M492,"High School for Law, Advocacy and Community Justic",High School,429,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,82.0%,81.0%,70.0%,82.0%,84.0%,87.0%,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Well Developed,Proficient,April 2018,2.87,2.57,6.5%,17.0%,0.0%,0.83,8.2%,17.0%,73.4%,4.7%,33.6%,57.3%,2.6%,7.90,81.3%,85.5%,42.0%,96.9%
03M494,High School of Arts and Technology,High School,492,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,61.0%,59.0%,56.0%,70.0%,83.0%,82.0%,Developing,Developing,Under Developed,Developing,Developing,Proficient,Proficient,Developing,Proficient,Under Developed,October 2016,2.66,2.45,8.7%,25.2%,2.6%,0.85,10.8%,16.7%,74.8%,6.3%,31.9%,55.3%,3.9%,1.10,58.3%,81.1%,51.9%,97.0%
03M541,Manhattan / Hunter Science High School,High School,441,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,86.0%,81.0%,79.0%,83.0%,80.0%,88.0%,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,May-19,3.84,3.98,0.0%,13.8%,0.0%,0.54,0.9%,4.1%,40.8%,27.2%,16.3%,30.6%,20.9%,5.90,80.0%,97.4%,5.0%,95.6%
03M859,Special Music School,High School,181,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,87.0%,88.0%,76.0%,93.0%,93.0%,91.0%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,28-Oct-14,3.62,3.51,0.6%,14.4%,0.6%,0.36,3.3%,5.0%,18.2%,9.4%,10.5%,15.5%,47.5%,9.30,87.5%,93.1%,22.2%,98.2%
03M860,Frederick Douglass Academy II Secondary School,High School,290,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,67.0%,64.0%,63.0%,62.0%,90.0%,82.0%,Proficient,Developing,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,December 2016,2.51,2.27,10.7%,25.5%,0.3%,0.88,11.0%,18.6%,77.9%,2.1%,62.4%,32.8%,1.7%,9.00,44.8%,81.9%,49.5%,97.1%
04M372,Esperanza Preparatory Academy,High School,354,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,80.0%,79.0%,71.0%,86.0%,88.0%,86.0%,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,December 2017,2.52,2.32,33.6%,19.2%,8.5%,0.94,4.2%,21.5%,84.7%,0.3%,9.0%,89.3%,1.4%,3.00,58.2%,87.7%,41.3%,97.0%
04M435,Manhattan Center for Science and Mathematics,High School,1650,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,93.0%,97.0%,88.0%,96.0%,85.0%,93.0%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,November 2017,3.45,3.58,6.8%,14.1%,0.4%,0.76,2.5%,9.3%,62.8%,20.1%,19.3%,53.3%,5.8%,12.10,60.7%,93.8%,16.3%,97.4%
04M495,Park East High School,High School,389,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,86.0%,89.0%,81.0%,90.0%,89.0%,91.0%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,November 2016,3.03,2.97,4.1%,18.0%,0.0%,0.78,2.3%,9.3%,64.5%,6.7%,25.4%,61.7%,2.6%,14.10,81.3%,94.3%,12.8%,98.0%
04M555,Central Park East High School,High School,508,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,89.0%,95.0%,86.0%,96.0%,90.0%,94.0%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"March 18, 2015",3.47,3.53,1.8%,15.7%,0.2%,0.74,1.8%,7.3%,61.0%,17.7%,25.8%,49.4%,4.5%,14.10,90.3%,96.9%,6.7%,97.6%
04M610,Young Women's Leadership School,High School,314,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,87.0%,93.0%,78.0%,95.0%,89.0%,94.0%,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,,,,,,"April 29, 2015",3.28,3.18,1.6%,17.8%,0.0%,0.78,1.3%,5.4%,65.3%,8.6%,23.9%,58.9%,3.8%,0.90,80.6%,93.8%,20.4%,95.0%
04M680,"Heritage School, The",High School,313,Approaching Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,76.0%,82.0%,68.0%,88.0%,81.0%,86.0%,Developing,Developing,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,April 2017,2.60,2.32,7.0%,22.0%,0.0%,0.88,9.9%,16.3%,80.2%,4.2%,26.5%,64.9%,3.2%,7.70,81.8%,88.6%,29.7%,95.9%
05M148,Eagle Academy for Young Men of Harlem,High School,191,Meeting Target,Meeting Target,,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,74.0%,69.0%,68.0%,71.0%,87.0%,84.0%,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,December 2016,2.60,2.24,2.6%,26.2%,4.2%,0.78,3.7%,9.4%,66.0%,0.0%,73.3%,22.0%,1.0%,6.10,56.8%,82.5%,58.8%,96.2%
05M157,The Urban Assembly School for Global Commerce,High School,250,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,63.0%,60.0%,65.0%,68.0%,90.0%,81.0%,Proficient,Developing,Developing,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,February 2017,2.57,2.27,10.0%,27.6%,3.6%,0.92,20.8%,14.4%,84.0%,1.2%,49.2%,45.6%,2.8%,2.00,60.9%,76.6%,65.9%,96.7%
05M304,Mott Hall High School,High School,288,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,66.0%,67.0%,66.0%,70.0%,94.0%,83.0%,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,December 2016,2.51,2.27,20.1%,31.9%,2.1%,0.91,16.3%,24.0%,82.6%,4.2%,34.4%,56.9%,2.8%,8.90,52.9%,84.5%,38.9%,95.1%
05M362,Columbia Secondary School,High School,421,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,85.0%,80.0%,76.0%,86.0%,90.0%,90.0%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,December-18,3.77,4.00,0.5%,13.3%,0.2%,0.51,1.2%,4.3%,35.2%,10.2%,18.1%,39.7%,26.4%,7.90,79.6%,92.4%,23.8%,97.3%
05M369,Urban Assembly School for the Performing Arts,High School,387,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,82.0%,78.0%,75.0%,88.0%,83.0%,89.0%,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,February 2017,2.65,2.31,7.5%,24.3%,4.7%,0.87,10.9%,15.8%,78.3%,0.8%,47.8%,47.5%,0.8%,5.00,73.1%,82.7%,52.1%,96.2%
05M499,Frederick Douglass Academy,High School,981,Not Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,70.0%,70.0%,58.0%,71.0%,82.0%,81.0%,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,February 2018,2.88,2.68,4.7%,16.0%,0.6%,0.78,4.7%,12.9%,66.4%,1.5%,69.0%,26.1%,2.1%,2.00,95.2%,89.1%,32.9%,96.4%
05M670,Thurgood Marshall Academy for Learning and Social,High School,386,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,74.0%,76.0%,64.0%,86.0%,87.0%,89.0%,Proficient,Developing,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Well Developed,Proficient,November 2017,2.83,2.47,3.9%,21.5%,1.8%,0.77,4.1%,12.7%,61.9%,1.8%,66.3%,29.3%,0.8%,1.20,90.2%,91.1%,25.2%,95.2%
05M692,"High School for Mathematics, Science and Engineeri",High School,491,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,89.0%,80.0%,85.0%,84.0%,89.0%,87.0%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"January 8, 2015",3.99,4.27,0.2%,5.5%,0.0%,0.40,0.4%,3.5%,26.9%,29.7%,8.6%,16.7%,30.1%,7.70,93.5%,95.2%,12.2%,96.5%
06M211,Inwood Early College for Health and Information Te,High School,414,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,68.0%,66.0%,67.0%,75.0%,90.0%,89.0%,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,May 2017,2.79,2.69,11.6%,25.6%,0.2%,0.82,7.0%,12.3%,71.0%,0.5%,11.8%,84.3%,1.4%,5.10,69.7%,82.2%,53.4%,95.5%
06M293,City College Academy of the Arts,High School,346,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,83.0%,77.0%,74.0%,78.0%,91.0%,88.0%,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,April 2017,3.37,3.45,2.9%,14.2%,0.0%,0.78,0.9%,8.4%,67.1%,1.7%,4.9%,89.0%,3.5%,14.10,79.5%,93.6%,18.5%,96.8%
06M346,Community Health Academy of the Heights,High School,435,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,88.0%,92.0%,82.0%,96.0%,93.0%,95.0%,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,January 2017,2.83,2.55,17.9%,16.6%,0.2%,0.91,3.4%,16.3%,80.2%,0.9%,5.7%,91.5%,1.6%,8.20,84.6%,81.7%,51.1%,98.7%
06M348,Washington Heights Expeditionary Learning School,High School,381,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,82.0%,84.0%,79.0%,84.0%,89.0%,92.0%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,February 2018,2.90,2.88,9.4%,18.9%,1.3%,0.86,3.9%,14.7%,76.1%,0.5%,4.5%,94.2%,0.3%,3.90,76.9%,89.2%,30.7%,97.7%
06M462,The College Academy,High School,427,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,80.0%,80.0%,72.0%,85.0%,88.0%,85.0%,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,"November 19, 2014",2.31,2.18,52.2%,18.0%,2.6%,0.93,17.8%,30.2%,81.0%,0.2%,6.6%,89.9%,2.1%,3.00,64.5%,82.1%,51.8%,97.2%
